timestamp,acc_x,acc_y,acc_z,rot_x,rot_y,rot_z,qfe,temp
4558018,-0.01,-0.0,1.27,-5.19,0.92,-7.51,870.73,32.81
4558056,0.0,-0.01,1.25,-5.25,0.61,-7.63,870.74,32.81
4558094,-0.02,-0.01,1.25,-5.62,0.85,-7.69,870.73,32.81
4558132,-0.02,-0.0,1.27,-5.43,0.98,-8.06,870.67,32.81
4558170,-0.02,-0.01,1.3,-5.43,2.26,-8.24,870.67,32.8
4558208,-0.01,0.0,1.3,-5.62,2.69,-8.3,870.71,32.79
4558246,-0.03,0.0,1.31,-5.86,2.75,-8.42,870.75,32.79
4558296,-0.02,-0.01,1.31,-5.92,3.78,-8.61,870.77,32.8
4558334,-0.01,0.0,1.32,-6.1,3.11,-8.79,870.67,32.78
4558373,-0.02,0.01,1.32,-6.04,3.05,-8.91,870.76,32.79
4558411,-0.03,0.0,1.29,-6.16,3.54,-8.79,870.74,32.79
4558449,-0.02,0.01,1.33,-6.04,3.6,-9.09,870.7,32.8
4558487,-0.02,0.01,1.34,-5.98,3.17,-9.03,870.75,32.8
4558525,-0.03,0.0,1.32,-5.98,2.75,-9.09,870.79,32.8
4558563,-0.02,0.0,1.32,-5.86,2.26,-9.09,870.76,32.79
4558601,-0.03,-0.01,1.27,-5.98,1.95,-8.97,870.78,32.79
4558640,-0.03,-0.01,1.27,-5.8,1.46,-8.73,870.75,32.78
4558689,-0.02,-0.0,1.24,-5.98,0.12,-8.79,870.78,32.78
4558728,-0.03,0.01,1.29,-5.68,-0.43,-8.85,870.76,32.78
4558766,-0.04,-0.01,1.25,-5.8,-0.79,-8.85,870.77,32.79
4558804,-0.04,-0.0,1.29,-5.68,-0.61,-8.97,870.74,32.79
4558842,-0.02,0.0,1.3,-5.74,0.06,-9.03,870.73,32.8
4558880,-0.03,0.0,1.36,-5.62,-0.61,-8.91,870.71,32.8
4558918,-0.04,0.01,1.36,-5.49,-0.24,-9.09,870.76,32.81
4558957,-0.03,0.01,1.41,-5.55,-0.18,-9.16,870.74,32.8
4558995,-0.03,0.02,1.39,-5.55,-0.12,-8.91,870.7,32.8
4559044,-0.04,0.02,1.42,-5.43,-0.43,-8.91,870.69,32.78
4559083,-0.05,0.02,1.39,-5.31,0.18,-8.79,870.69,32.77
4559121,-0.03,0.03,1.47,-4.82,-0.55,-8.79,870.74,32.8
4559159,-0.02,0.01,1.44,-4.7,1.34,-8.91,870.67,32.77
4559197,-0.03,0.02,1.47,-4.58,1.95,-9.16,870.69,32.79
4559235,-0.05,0.02,1.44,-4.58,4.7,-9.52,870.68,32.79
4559273,-0.03,0.03,1.42,-5.0,4.39,-9.34,870.66,32.78
4559311,-0.02,0.04,1.49,-4.94,4.88,-9.77,870.7,32.8
4559350,-0.03,0.02,1.45,-5.0,5.86,-9.7,870.75,32.81
4559388,-0.03,0.03,1.5,-4.88,6.23,-9.58,870.68,32.79
4559438,-0.06,0.01,1.44,-4.15,7.45,-9.58,870.71,32.77
4559476,-0.06,0.02,1.45,-4.03,6.29,-9.34,870.69,32.8
4559514,-0.05,0.02,1.38,-3.85,6.41,-9.34,870.66,32.79
4559552,-0.05,0.01,1.36,-3.54,5.31,-9.09,870.66,32.79
